topic_id;post_number;messages
1090;128; Quote: ae42c9674fbdcc9e: I didn't know or care for her. This DOESN'T effect me at all. I am thinking of those this selfish individual left behind. There are millions upon MILLIONS of people who have it WAY worse then this person. Astronomically worse. Yet this individual decided to punish everyone who was close to... it, by committing suicide. Again, that is extremely selfish, and it annoys me that people feel sorry for this individual. This individual doesn't deserve pity and sympathy. You're a r etard of the highest caliber. If you can't empathize, then do the courtesy of shutting your trap. It's never in good taste to speak of the recently deceased in a bad light, especially if it's only expressing your generalistic, egocentric, f ucked up world view. Suicide maybe be a p ussying out move, but that was her choice, and you should fucking respect that she had the courage to take her own life, because most wouldn't have the balls to do it. I'd say it's more cowardly to wallow in sadness and depression than it is to do something about it, either by ending it or trying to fight your way out. Either way, attacking someone who recently died if the most cowardly move of all. Eat a fat one. 
1090;140; Quote: f3e48147143c2b28: This man has a brain, thank you. Suicide is a selfish, childish permanent escape to a temporary problem. ALWAYS HAS BEEN, ALWAYS WILL BE. I feel for her family and friends who were hurt by her selfishness. People like you who think that others live to owe you something. Shove it up your @ss. 
1090;150; Quote: c9766ccedac771c8: People like you who think that others live to owe you something. Shove it up your @ss. Others don't live to owe me something you dumb@ss-don't try to put words in my mouth you insignificant child! FACT-YOU HURT OTHER PEOPLE when you commit suicide, and all you ever think about is yourself. You would think most these liberal dummies would know to care about other people, but when it's something like this-NO F UCK other people, it's ALL about this person. Grow up and become and adult one day. 
1090;154; Quote: ae42c9674fbdcc9e: Why should I f ucking respect someone who is so selfish and self-centered that they are willing to hurt those who they are close to in the worst way possible? Why would ANYONE respect that? What is courageous about dooming everyone who you have ever met or cared for to a lifetime of what-ifs and sorrow? It doesn't take balls to act like a coward. The only f ucked-up world view are those who sympathize with someone this pathetically selfish. Again, that's supremely retarded. That's like saying I shouldn't move away from this abusive neighborhood because I have some friends here who'll be hurt or i shouldn't break up with this girl because her feeling would get hurt, except taken to the ultimatum. She has ABSOLUTE AUTHORITY over her own life. Her decision is hers alone, and no one else can or should interfere with decisions regarding it. If someone you cared for committed suicide, would you go around saying that she was a *****, an egotistical, selfish and self-centered? Of f ucking course not, you'd empathize and try to understand. You'd grief, you'd be sad, hurt, but you'd move on, and later on you'd respect that decision because you have no choice other than condemning her for it forever instead, which, if you truly cared, you wouldn't do. Regarding your petty irrelevant feelings and the feelings of those around you more highly than your own, when deciding on whether you wanna suffer more or end it, is majorly retarded. She made her choice. Respect that choice. 
1090;156; Quote: f227597340f6a80b: I honestly believe You're an idiot, end story. Your belief doesn't mean ****. 
1090;204; Quote: 4f26faf68d52e44b: Did she drop any loot? Blacklisted hope Riot permabans your ass 
1090;250; Quote: b0840bedd158fca2: You have no ****ing idea what she went through. Neither do you. And regardless, suicide is NEVER the answer, and should NEVER be glorified. What do you think people who think they are worthless and are contemplating suicide think when they see all this attention, sadness, and support for suicide you idiots are giving this individual? Shouldn't you be discouraging these actions instead of encouraging them? 
1090;257; Quote: ae42c9674fbdcc9e: And another individual who can't cope with the fact that they are wrong degrades into personal insult because they can no longer validly argue their side of the story. You can flame and insult me all you would like. It just validates my point. lol You never had a valid argument, and you barely understand English. I hope Riot permabans your account for spouting such hateful trash. 
1090;325; Quote: d4cff49893b6acf4: me as a christian only wishes I could of spoke to them before this happened because when my time comes I know they wont be in heaven for me to talk to. Which is why I will say this he mentioned believing in something after life, The words this man chose showed he did not have his full faith in GOD and Jesus the son of god. the fact he took his own life is unforgivable in gods eyes and the fact from what I gather he likes other men is not welcome through the gates into heaven. This can be a wake up call to alot of you out there who practice same *** relationships and don't have ur full faith in god don't just say you will accept god one day because you never know when its your time to go. the youth is at a all time high for practicing same *** relationships...I pray everyday for people like this and pray they wake up and see the truth because after you do pass away there is no pleasant days ahead of you in the pits of hell. Take your self-righteous BS and stuff it. Judgmental a-holes like yourself is what leads to ho mo/transsexuals having such tortured lives and struggle to find acceptance. I wish there actually was a hell so that people like you could get what you deserve for the hateful life you choice to live. 
1157;4; Quote: 0dd6a6e2f646db2b: Sounds like bunch of whining. I dont care how carefully you spell out your argument etc etc, your still just whining 'cause you got busted and got banned. Everyone that gets banned knows exactly what and why they did what they did. Riot should just have a blanket 'no replies rule', **** it you got banned too bad, dont do what you did to get banned and it wont happen again. Your not children, this isnt some day care, everyone that plays has to be thirteen or older, thirteen yr olds know EXACTLY what they are doing at any given time, all this I want chat logs I want proof, Riot is simply empowering snot nosed morons who have been empowered all their lives by weak ass parenting and now they feel they are basically entitled to everything. Well heres a free tip, your not entitled to anything, I know your parents should hae broke this too you a long time ago, take it up with them, but the truth of the world is no one cares and nobody owes you anything. lol. Get used to it. I'm assuming (based on how you're talking about people being empowered by their parents) that you were never loved as a child or had harsh parents. How about YOU get over it. If your point is correct then NO ONE has to acknowledge what you're saying EITHER. I agree somewhat with the OP to be honest. I Haven't got banned yet, but he does make some pretty good points. You just wanna come on here and bash people. When you're probably some ugly nerd that was never loved by his harsh parents. 
1157;36; Quote: 9da1ec4e2160b6c2: ok...explain everything not being a dick entails?Aside from the very obvious, you can't, why? Cause its subjective and can vary greatly from person to person. Whats a dick move/verbiage to you may not be so for someone else. Hints the fact that in 1 game you can get reported and the other you may get honored for having the same action/mentality. It is somewhat subjective but I really don't understand why its such a difficult concept.If your mother told you to be nice. Would you deem it impossible to be nice because she didn't define every single thing that is nice and what isn't? Quote: 8e65b082c4262407: Hey,It looks like you were banned for excessive verbal abuse. You tell teammates to stfu, call teammates dumb, stupid, *******, b*tch, jerk, idiots, trash, dumbass, f*cking dumbass, and more. are you telling me you didn't know all these things are you being a dick?It seems to me that you know what you did and you know it was bad you just didn't care because you didn't think it was bad enough to warrant punishment. 
1157;40; Quote: 4e4ca83dc07cc79d: well, i have been playing for over 2 years. never been banned, never been restricted, never been warned. obviously i know something about not being a dick. i act how i act in the real world. seems to be working for me. you should drop the whole whiney twerp thing, sack up, and act like an grown up. Quote: 4e4ca83dc07cc79d: BECAUSE YOU GOT BANNED ONCE ALREADY. jesus christ man. your f ucking brain must be a total mess. Quote: 4e4ca83dc07cc79d: not if what you did the first time was enough to warrant a ban. you are either mentally challenged, or you are literally a preteen. there is no other reason for your actions. From that thread you are literally a jackass from page 48-52 or so. This is you in real life too? You pretty much just troll threads and when you have nothing to say you start calling people stupid and mentally challenged. Just gonna leave you there. 
1157;41; Quote: 8c6683a0ff2bb5dd: I understand the arguments. you want to be a dick. You don't like that riot doesn't allow you to be a dick.You can try to belittle people all you want and act tough but people like the OP are creating a negative experience for massive amounts of players.Dont get me wrong, I'm not some fragile person offended by everything people say(in fact im not sure ive ever been offended by words). When every game basically had become a rage fest I didn't come to the forums and cry about it, I didn't lobby for the current system to be implemented. I simply played less and less because it was no longer enjoyable and had basically quit. On top of the fact that it was just a depressing environment to be in, I watched games thrown over and over just because of a raging lunatic. You actually troll just as much as this laheysadrunk guy. I pulled some of his stuff from a previous forum post where you're pretty much doing the same thing. A pattern that seems to pop up anytime someone doesn't agree with 8e65b082c4262407.You're both exceedingly repetitive without actually ever making any kind of point as well. You both posit that everyone should just be kind to one another and not dicks, though you both lack the kindness you ask for and often come across as dicks anyway because you resort to childish behavior when your arguments are made invalid. 
1157;44; Quote: 4e4ca83dc07cc79d: where exactly did i talk about how i act on the forum? i know full well how and what i post here. doesnt change the fact that IN GAME, WHERE YOUR BEHAVIOR MATTERS, i have never been banned, warned, or restricted.forum =/= in game.you arent telling me anything new here, but im really glad you took the time to go through and find posts by me. You can't really find posts by anyone. You'd be hard pressed going that route. I do however have some threads saved because 8e65b082c4262407 closes em at random and it's not hard remembering someone who trolls as hard as you. 
1157;45; Quote: 09b0d97546869dc6: You can't really find posts by anyone. You'd be hard pressed going that route. I do however have some threads saved because 8e65b082c4262407 closes em at random and it's not hard remembering someone who trolls as hard as you. well, its just as easy for me to remember incessant whiny babies such as yourself!but anyways, how is your crusade against 8e65b082c4262407 going? not very well i see. 
1157;87; +1 i 100% blame 8e65b082c4262407, he sucks.worst rioter ever and i hope he gets fired 
1849;25; Both were wrong. Stop saying one was wrong or another.d527590b640b450e: Seriously? You're gonna be THAT much of a d*ck? First off, bffe79b5fbb0fe47 ALREADY PAID THE PRICE IN SEASON 2. It was DEALT WITH. There was no friends of Riot saving her. She already was punished. I actually played with bffe79b5fbb0fe47 once (Normals). Very cool, nice, friendly person. You didn't have to be a gigantic d*ck.83f551964002b007: Dude get off your highhorse. No matter what someone does, that wasn't deserved. Two wrongs don't make a right. You stooped to his level. You should have reported him, and contacted customer support. Or used bffe79b5fbb0fe47's Riot friends. Or whatever. He should be punished by RIOT'S standards, not YOURS. 
1849;58; Honestly d527590b640b450e you've been going in that chat and spamming at bffe79b5fbb0fe47 every day maybe you should just stop making an ass of yourself. 
1849;100; Quote: 318f5fc599b67076: So you're saying it's perfectly fine to harass a young female that you've never met based purely on speculation of an incident you read from someone pleading to get HER banned because HE got perm banned and is blood thirsty for revenge while also making suicidal threats? Yeah, for sure. Let's forget about that. Let's just pretend only 83f551964002b007 is in the wrong, meanwhile everyone harassing bffe79b5fbb0fe47 for no reason is perfectly acceptable in the eyes of GD. You really think that 4ff0ed08daf3605b made all 218 pages of that skype convo up? That would take alot of time, hours upon hours upon hours.Read them, and then come back to me.If you would stop thinking with your virgin dick and realize not all females are pure white doves then alot of this wouldn't even be an issue.Also lol at how you stuck up for me. That ****s gonna come back at you boy, sleep on that.763164 blackguy.jpeg 
1849;101; Quote: ab67b222e911b220: get out dude I'm sorry I didn't realize where you're from it's perfectly acceptable to call women *****s / **** and berate them for no reason at all. Oh, not to mention the fact you don't even know them. Stay classy GD. Quote: d527590b640b450e: You really think that 4ff0ed08daf3605b made all 218 pages of that skype convo up? That would take alot of time, hours upon hours upon hours.Read them, and then come back to me.If you would stop thinking with your virgin dick and realize not all females are pure white doves then alot of this wouldn't even be an issue.Also lol at how you stuck up for me. That ****s gonna come back at you boy, sleep on that.763164 Well, I look at 218 pages of Skype convos and look at that as an invasion of privacy. I certainly don't want my intimate conversations published with the whole world.And sticking up for you by asking Can I apologize for him is literally the best I can do, because I honestly think you're scum for calling any female a ***** and would never try and defend that.Also, I'm curious as to what you mean by, it's going to come back at me. I'm intrigued. 
1849;113; Quote: 9e298a1b76bbd3bb: Getting hacked and calling someone a name are two different things. Getting hacked can actually present a problem. Being told words that you find offensive is arguably less upsetting.Besides, bffe79b5fbb0fe47 already has someone to defend her, all the people who got hacked accounts only have Riot support, which is not very supportive. No, you are retraded and don't even understand what I said. You are comparing one incident to another of equal degree, thus, one should hold no precedence over the other because they are equal. People get called names all the time, no big deal. Well, if you're going to use that logic, people get hacked all the time. No big deal. Quote: d527590b640b450e: You know what I consider an invasion of privacy? Having my credit card info/account/email and then being transferred.As for her being a *****763179I'll let you sleep on it, k? k.763180 You were in the chat. I don't know how long, but he did say how he was accessing all the accounts. He doesn't have access to credit cards, or passwords. He apparently uses a code that let's him log into whatever account he wants. The credit cards and passwords are encrypted, but judging by what he said, Riot was stupid enough to leave the key somewhere on the servers and he found it. Or he brute forced it. Either way, get mad at Riot.Also, I hope that face is in my dreams. I honestly hope so. Quote: 1fc920fc5448035b: What a dumb statement why do we care this guy got hacked. its not right, it's like saying oh why do we care that THAT girl got murdered or raped? Girls get rapped all the time! Its injustice and immoral. Again what a terrible terrible statement. See, you're not understanding the argument so I'm going to drop it. If you take 2 equal events, and say it happens all the time and neither one is more important than the other, then you have to take ALL equal events and not hold precedence of one over the other. That does NOT mean, she was raped, girls get raped all the time. That means, they were BOTH raped, but neither rape should be more important than the either: AKA, why do we care that d527590b640b450e got hacked, people got hacked all the time. That's the logic you're using to disregard people harassing bffe79b5fbb0fe47. 
1849;137; Quote: 681f6c2cd7462326: Ok, in the first place, there is a difference between name calling and harassing. Harassing over league or the forums or anything is bullying. Which is very serious, to be honest, really hurting someone and harassing them for anything even mistakes seems a bit worse than someone getting their account hacked. Yes, this guys sees your personal info. He hasn't used it as of yet and he already showed he knows your full name and email without even getting on your account. So I see where the argument is being made. I no way is getting an account hacked right, but in the same sense you are defending a bully to some degree who went through and an inconvenience due to him being an idiot. If you know someone has power you don't provoke them. If a man has a gun, you don't go up to them and start making fun of them. Its common sense. People get harassed all the time in real life and nothing gets done about it. This is the internet, which is far less severe. I'm in no way going to bully her myself, and in no way defending people bullying her, and I'm not saying it's the right thing to do, but I don't think it deserves a bunch of people defending this person. These people would never defend someone else getting harassed. They probably go into league matches with people telling others to commit suicide and don't say a word about it.I agree that OP was stupid for pushing it, I agree it was mean, I just don't agree that 318f5fc599b67076 thinks that name-calling and hacking are on the same level as each other. 
1849;209; Quote: f2890d78074f5388: No, I am not 884a706112a1c668, I am God. So you're 1caa9b57408654d1 or a troll who wants attention.884a706112a1c668 is an account 1caa9b57408654d1 had access to, although I think it was banned. 
1849;214; Quote: 318f5fc599b67076: What gives you the right to judge which wrong's have more weight over others? I mean clearly, all injustices should be held equal no? Unless there's a certain code that I've somehow missed. Dude...I think you're dumb.All injustices should be held equal?Let's have someone speeding get life a long side murderers.Or let someone with a petty burglary charge go on death row. 
1849;221; Quote: 318f5fc599b67076: I'm actually an Atheist, thank you. And judging from your responses your aren't intellectually sound to discuss such topics, so I suggest you let it be. Oh I'm sorry, I was actually trying to give you an out by saying that, you realize. Otherwise if you make the argument that all injustices are equal, you're just dumb.Again, my apologies, I guess you are just dumb. 
1849;229; Quote: 9e298a1b76bbd3bb: If you think that guy is witty I feel for you.Badly. You're obviously saying that because you don't like the guy.Clearly he has some brains, stop being a one sided judgmental dick. 
1849;258; Quote: 9e298a1b76bbd3bb: You never know. People can be pretty dumb.Ok thread, I'm going to sleepies. G'night, have fun sleeping on the wrong evil side cause you're wrong and dumb and nobody likes you or your opinion cause it's stupid and doesn't matter to me because I can quick scope on COD and I watch LCS streams all the time so that makes me a pro so my opinion is the only thing that matters and people who try to give me advice on leagues is just a toxic anti-fun troll./end sarcasm 
1849;263; Quote: abdc9f9dfb943817: So, you enjoy talking to a person who openly violates your personal code of morals?I'm just trying to understand.You probably should have gone to bed the first time you said you were going to, because you are making less sense the more you post. 9e298a1b76bbd3bb is also making a fool of himself. ab738316738d219a is spot on. 
1849;267; from what i've read, honestly this 4ff0ed08daf3605b guy deserved his perma, i do feel sorta bad for him quitting everything important, to try to make a career out of league, but honestly if it was so important to him he should have put his all into not being a toxic player and becoming a role model. (i hear he was a repeat offender, not learning from a multitude of offenses)with all the bffe79b5fbb0fe47 nonsense, im sure he elo boosted several other people besides her, and im sure there are plenty of other people who have been elo boosted and are not punished by the system, honestly if they didnt earn their rank then it will show, and who really cares, doubt your gonna see her in s4 LCS or anything so, w/e right?4ff0ed08daf3605b was clearly banned for more than just elo boosting, that was just 1 of many offenses. as for OP, you were kinda acting like a scumbag, and i can tell your previous comments were something you'd find in the DMC remakes script, so its rough to agree with you but i do agree, someone getting their account taken and moved is a pretty unnecessary retaliation as well as a bit extreme/illegal, its pretty much stealing, and their are better ways to deal with toxic players....(mute them.). so...Scumbags everywhere pretty much.All i see is a lot of people doing a lot of unnecessary things, Did 4ff0ed08daf3605b deserve his perma? Clearly he did. Did this bffe79b5fbb0fe47 person get boosted? it would appear so, but does she deserve a perma? i would say no, a warning or something, and at the worst temp suspension for repeat offending, i dont believe she was anywhere near as toxic as he was, i didnt read everything but i read some stuff, and if what i read is true then it was pretty ****ed up but the worlds a pretty ****ed up place, people should take their own advice, just like how op can be(act like) a tool and harass people, dosent mean he deserved to be hacked, bffe79b5fbb0fe47 can be a user all she wants and still not deserved to get banned/flamed. somebody ****s you over you grow up remove them from your life and move the **** on, thats what adults do, this flaming bs is for the kids, still in their adolescents. you got your account back so its cool, youve let the authorities know and, im sure riot will do something about the hacking situation, because i agree its way over the top and should be met with the most strict of punishments as it is a challenge and direct defiance of the rules(summoners code ect) you've made your post and honestly i hope you've learned as im sure the hacker will learn soon, its not cool to **** with people, dont make the same mistakes twice bro. 
1849;295; Quote: dcaaf2dfb2fc054f: I found it funny that bffe79b5fbb0fe47 was totally down for that. Why? It's always been rather evident that she is a scumbag. 
1849;302; Quote: 9e298a1b76bbd3bb: At the risk of being risky... and... I'm going to say this as nicely as possible... As a girl, I feel really bad for bffe79b5fbb0fe47. She's got this guy that will hack accounts and send people to other servers for her so that she will never have to stand up for herself. What if somebody finds her in public and starts cussing her out and berating her over this stuff? 1caa9b57408654d1 will not be around to help her and she'll be so utterly devastated because of how dependent upon other people she is for her comfort.That being said, 1caa9b57408654d1 isn't a bad guy, and it is really easy to avoid making him server transfer you, so OP was kind of asking for it.I'm just confused that Riot can't or seemingly won't stop him from doing it. They must have a problem with it, right?... Don't they? This is the most ridiculous post I've ever seen.bffe79b5fbb0fe47:-used another human being and made him feel awful for personal gain. No matte how much you dislike 4ff0ed08daf3605b, this is still wrong.-plays at a boosted ELO, ruining the experience for others. I don't car how nice this girl is. It's still wrong!1caa9b57408654d1:-hacked somebody's account with credit cards on it and transferred it to another sever. This is WRONG, and calling your friend/girlfriend is not something that justifies this. He is retaliating to something as little as namecalling with something way above and beyond what's necessary. It's like burning somebody's house down because they said that your car is. piece of ****. Your level of overreaction in these situations comes from a power trip mentality - one that you probably have never been able to replicate in real life...which is why you get off on doing this stuff so much.When 95% of a community is banded against something, why not open your mind and see that there is clearly something wrong here? Indont care how much you like bffe79b5fbb0fe47 - the way she did 4ff0ed08daf3605b was WRONG. The fact that she got special name changing privs over others is unfair, and her playing in an ElO that she doesn't belong in really does affect others experience in the game.Saying something like 1caa9b57408654d1's a good guy and he had plent of chances to not get his account stolen. This is such a dumbass statement it makes me sick. He was namecalling. Justifying committing a legal crime where you take something that somebodyas spent money on and attempting to sabotage it makes you a ridiculously ****ty human being. If he was REALLY sucka great guy, he would be trying to clear bffe79b5fbb0fe47's name instead of just making people hate her more, which is exactly what is happening. Maybe he's no trying to clear her name because he knows she's guilty of all that she's been accused of. 
1849;330; Quote: 6a1a2c5620aa7c2e: 4ff0ed08daf3605b had some friends.Emotionally unstable? I'll give you that one. First of all, if that's the only part of my post that's exaggerated, it does nothing for your argument and you look dumb. Second of all, by lonely, I meant male-female interaction. He was not experienced with females, having a cute girl show interest in him causedhis emotions to explode. You're trying so hard to nitpick in order to defend horrible actions, but it's not going to work. Takig a sad person and making them more sad for personal gain is not justifiable, and here is no way you will convince me that I am exaggerating how much of a total ***** move that was.And if 4ff0ed08daf3605b was such an idiot for putting himself in that situation, what does that make you, 1caa9b57408654d1, and anybody else coming to her aid at the moment? How do you know she won't burn you guys when she finds the next BBD? 
1849;345; Quote: 6a1a2c5620aa7c2e: Stop exaggerating. I doubt he had 0 female experience till bffe79b5fbb0fe47.You're defending 4ff0ed08daf3605b very hard and trying to make him seem like a innocent guy. Must of been played by a girl? Im not defending 4ff0ed08daf3605b. Hes a total jackass. But that doesnt mean bffe79b5fbb0fe47 isn't a *****. She is, and there is no exaggeration in saying that she's a horrible person. Every time you say quit exaggerating I will respond with quit underplaying.And don't make this abou me. This has nothing to do with me. I am happy enough with my life that I don't need to qualify myself to you, and experienced enough to understand why this situation is ****ed up. Have I ever been played or used? Yeah, of course. Anybody with experience in the dating world has felt played or used at some point in their lives. But how a person who is confident and happy and optimistic in life handles that is waaaaaaay different than how a person who is unhappy, pessimistic, and has no self esteem handles it.Here, let me to ahead and predict your response.blah how blah no actual method of defending bffe79b5fbb0fe47 or 1caa9b57408654d1's behavior, stop exaggerating.Just stop it. You care too much abou winning this argument on the Internet to realize that you make yourself look like a stupid white knight who lacks the empathy to understand what getting **** in by a female feels like. 
1849;348; bffe79b5fbb0fe47 got boosted, she is a tranny with a 3 in. dick and faglord 884a706112a1c668 is a wannabe hacker.Come at me bro. 
1849;473; Quote: 206e0873d229c208: After having seen your mindless posts about how he's a nice dude and should just be let off, I'm going to say up front I'm not going to waste my time replying to you. You're obviously biased as can be on the topic, and really don't seem to wish to get to a resolution so much as continue to argue for attention. I desperately hope that one day someone will care for you, and you will receive the help you so desperately need. Until then, my apologies in advance for ignoring you, and best luck on the discussion. Anyway. Glad that's out of the way. Lol wow, that was almost hilarious. If you would have even read my post it was nowhere near to in favor of the guy. But good job on being a gigantic d ildo, I won't stoop to your level and go on an insult spree though. Edit: Nowhere in my posts did I ever say that he should be let off or anything close to that. So that shows how good your reading comprehension is. 
1849;474; Quote: 318f5fc599b67076: He ****ing said stop. He gave you so many chances and you ignore them. I don't understand why you continue to flame when he told you what he was going to do. And who are you ? Oh right, you're the guy right there sucking 1caa9b57408654d1's dick in the chat because you're terrified of what he can do to your account. Can I apologize for him ? Seriously ? Don't you have any sort of pride ?@ OP : props on calling him out on his BS.Did this happen before or after the PW changes ? Because if it was after, it looks like Riot still got some job on their hands. Also, lol @ dcaaf2dfb2fc054f losing any credibility left. 
1849;476; Quote: 206e0873d229c208: Calls me a *****.Then says won't stoop to my level and insult me.This is why I said I wasn't going to reply to you. You have nothing useful to be said, and constantly backtrack on yourself to make yourself seem more morally aligned. It's impossible to discuss anything with anyone when they have no consistency and no care to see a resolution. That's you, and you're not worth the time of anyone within this thread.Hopefully that's a little more specific. I regret having gone back on my word and having replied to you, I assure you, this is the last. Have yourself a wonderful night. Chao. Says he won't waste time replying to me.Replies to me twice.I said insult spree. I only insulted you once. :3I have pretty great consistency. I've been around on threads like these since 884a706112a1c668/83f551964002b007/1caa9b57408654d1 started this stuff, and have been trying to bring Riot's attention to it the whole time. I've never said it was a good thing, I never said he should be let off like you think I did. I never advocated him like you seem to feel I have. You probably have me confused with somebody else.But if you're super serious about not replying to me, I assure you I'm quite pleased with that as you are a massive tool. I regret having gone back on my word and insulting you again.P.S. Please make some smurfs and downvote me some more. 
1849;491; Quote: 9e298a1b76bbd3bb: Reprimanded?That's for kindergarten. Are you actually retarded or just pretend to be on the internet? 
1849;496; Quote: 318f5fc599b67076: No, but having common sense and not provoking someone with that capability is a great way to NOT get your account hacked. You mess with the bull you're going to get the horns. You don't understand how many times 83f551964002b007 said stop. He insisted on flamebaiting as hard as he could. Look what ended up happeneing. It's not a surprise your account got hacked. It's not a mystery. He makes it pretty damn clear: You insult bffe79b5fbb0fe47, have a fun vacation in Brazil.I tried to help him. He's not the bull, he's a punk-a** bi*ch behind a computer. F**k him and f**k bffe79b5fbb0fe47/Pikachu/FriendlyF**knut, whatever she is now. 
1849;572; And I actually stay out of this type of drama. But after about a week of reading and seeing dcaaf2dfb2fc054f responses and **** and especially these recent responses, I had to say something. Bc you really EXPECT people to believe that people DID NOT have those names. You are trying to insult everyones intelligence by actually trying to get over on them saying hurr durr but what IF, what IF, WHAT IF dose naymes werent tak3n hurr dyrr jurrr jddddddee and talking in circles and playing word games.just stfu 
1849;609; Quote: dcaaf2dfb2fc054f: Why does it have to be a name trader? What if it was just somebody who had it and was willing to part with it? You can't be this dense, I'm now convinced that you know that the real reason was through less than legitimate means. You're so terrible at trying to be deceptive, like really terrible. 
1849;627; Quote: 8340ac9e3d375752: White Knighting HARD768527It's funny cause the person who slandered me in GD chat is now accusing me of slandering lol. What would I have to gain by lying about you slandering me? A few upvotes? I will however drop it here, as I did not screenshot it. You have to live with yourself at the end of the day, and I'm sure that presents it's own various challenges.As for the weird posts? It's all fun and games, I actually apologized to 0e9ccc4717633cae (bffe79b5fbb0fe47) but for some reason that hasn't circulated around the Heart Shaped Table of the White Knights. I insulted all 3 of you, how am I white knighting?What kind of world do you live in kid? You're just a massive tool, she's a massive tool, the other dude is a massive tool. All 3 of you are attention *****s, difference being you're just trying to insult people and get under their skin.It's not slander if there's evidence, it's slander if you're just aimlessly accusing people of ****, lol. You can upvote yourself on 15 accounts if you want, but it's still obvious to anyone who reads the thread that that's what you're doing. 
1849;633; Quote: dcaaf2dfb2fc054f: I can't prove anything but I see no reason to assume it was from a name trader. I mean all I know is what she told me. Am I supposed to investigate or something? I have better things to do. AND YOU ARE THE ONE with the title : The Council yeah, hope that you fall in a hole, you white knight loser 
1849;635; Quote: dcaaf2dfb2fc054f: She's doing that, not the hacker.She does it to troll you guys. Looks like it's working.Oh and joining a 5v5 challenger team that you didn't play a single game on is not elo boosting. It's taking advantage of Riot's poorly thought out reward system. Blame Riot for making borders meaningless. LOLOLOLOLOLOh and joining a 5v5 challenger team that you didn't play a single game on is not elo boosting.PLEASE, stop ... my side hurt ...Someone playing on someone else account and bring it to challenger is nto considering boosting?ok, so i can have someone bo bring my account to gold 5 and not be banned? Please, jsut stop and get rid of your title that you don't deserveyeah, right, you think she will spend money on change name to troll us? would she throw money like that away? nah, that is really doubtful, you are jsut a white knight lsoer beign at her feet. Fact proven and justified,Get rid of your title, you loser, not only that you white kngiht her, but most of the community in this topic are disagree with you,you asked for some proof? why you don't read all the pages, sicne the rpoof are there, but wait, you ahve better thing to do than checking some proof that could make your bffe79b5fbb0fe47 banend because you care about her, but not about the communityjsut get out of the community , it would be for the best 
1891;34; Quote: 3d20a1c3b83cbac8: Why can't you actually try to fix the servers? This is one of the reasons your company is horrible. Idiot, it's not the servers, it's the connection to the servers. Learn what you're talking about before criticizing. 
1891;50; Quote: 076e1d3fb38feadb: People who claim they have been unstable for months are dumb. I've been playing fine until the lizard squad started ****ing with the servers the last week. Must be nice for you. However I'm ****ing tired of trying to play this game and having someone be dropped or getting trapped in a non existing game. Or the constant clipping the game seems to have now. Or the constant 120 ping (used to be 90 a season ago). Just because your lucky doesn't mean it doesnt exist. If it didn't exist there wouldn't be so much outrage about. So kindly stfu and leave your opinions to yourself. 
1891;68; Quote: 5526e10cf34308c2: have yet to follow through with one upgrade to this game for over five years. You. Are. So. Dumb. 
1891;78; Quote: 5526e10cf34308c2: You know Riot, DDOS Attacks are from internet terrorists who use it as a form of protesting, it is not like it is a force of nature that randomly spawns and we have no control over it, maybe if you guys didn't neglect everything since Beta things wouldn't be as bad...You guys make promises time and time again but provide no information about it and have yet to follow through with one upgrade to this game for over five years. What is your solution to this? More 10-20 dollar skins. Why is THIS game singled out and targeted exclusively? I don't see anyone complaining about it on other games. You're a ****ing idiot. That would be because it's the single most popular game in the world. That makes it the best target. The teams making content also have nothing to do with network issues, and in fact, if you try to take artists, or even programmers who aren't experienced enough with network programming and stick them on this issue, it will not help. This issue isn't just a riot issue, but an issue for the ENTIRE infrastructure of the internet. Do you realize how much data 200-400 gbps is? Most connection speeds are in the range of 10-40mbps. That's a difference of about 10000x. Imagine that's all being written to your computer's hard drive. That 1tb hard disk you have is filled theoretically, in under 3s, and that's assuming you can even write that fast or your cpu can process data that fast (it can't). This is a massive amount of trash data on a scale you can't comprehend, and this issue is far bigger than riot. This issue is a result of poor infrastructure, a lack of good ways to persecute the people behind the attacks, and the fact that all of that information being sent still has to be filtered out at some point without ****ing your in game ping. All of that processing takes time, and the ddos attacks significantly increase the traffic on the network to the point where having enough processing power to handle peak hours several times over doesn't cut it. 
1891;352; Quote: 2ea96959e80aa556: You're under some misconception that the attack HAS to come from outside the United States? That's cute. Lol ur retarded. You think a group of teenagers DDOSing large internet companies while being sought after by the FBI and haven't been raided yet are from the US? That's cute. 
1891;447; Quote: d99e4f9d054e3336: I'm a madam tyvm. And I am not naive at all. I have spoken to several of the rioters and they do give a care. But all I am saying is YOU CHOOSE to pay for things that are of no influence to the game itself. The Game is FREE. And the money they get from the skin purchases and what not goes to keeping the game up and running. It isn't free to host these things and to develop these things and people seem to forget that. EVERYTHING COSTS SOMETHING. Stop treating the people who brought you the game like **** It's a free game that makes revenue and more importantly profit. When they stop making profit, they will shut the game down. As far as I'm concerned, I havent been rude towards them, I just stated facts. Moreover, do you are that naive that you believe they keep getting the revenue JUST for keep the game running? Do you think the CEO'S and big guys dont want some profit in their pockets?You've a weak point and you keep repeating it over and over again. Show me different points or shut up.You're really naive ma'am. If they really cared about their players, they'd have prioritized their servers over automatic ban tools, not saying it's not important tho.a7f1e715c6602f62 
